"CategoryID","CategoryName"
16098,"U.D.O."
16104,"Antonio Orozco"
16117,"Pooh"
16120,"Lacuna Coil"
16124,"Tango y Lagrimas"
16126,"Francisco"
16138,"Midge Ure"
16139,"Gov't Mule"
16141,"Sternblut"
16142,"Shantel"
16143,"Sting"
16144,"Miossec"
16145,"Dellé"
16146,"Betty Blitzkrieg"
16147,"Miss Platnum"
16149,"Prinz Pi"
16150,"Claudio Baglioni"
16151,"Children in Need"
16153,"Joaquín Sabina"
16155,"Carlos Baute"
16156,"Natalie Merchant"
16157,"Quique González"
16158,"Los Suaves"
16160,"Ian Anderson"
16161,"BLK JKS"
16164,"Too Strong"
16165,"Rock am Betze"
16167,"Moneybrother"
16168,"Boxhamsters"
16169,"Hot Water Music"
16170,"Pavement"
16171,"Eric Bibb"
16173,"Plushgun"
16177,"The Black Heart Procession"
16178,"Manowar"
16179,"Renan Luce"
16180,"Royal Variety Performance"
16181,"Gillian Weir"
16182,"Angra"
16186,"The Woodentops"
16195,"Electrico Ardor"
16196,"The Raveonettes"
16200,"George Dalaras"
16202,"Danny de Munk"
16203,"Imogen Heap"
16204,"StarFloor"
16209,"Original Bolschoi Don Kosaken"
16210,"Midlake"
16211,"Gigi D'Alessio"
16212,"Pennywise"
16213,"Elisa"
16215,"Das Supertalent"
16218,"Yann Tiersen"
16222,"Bad Company"
16224,"Kataklysm"
16226,"Childline Concert"
16227,"Eddy Mitchell"
16228,"BBC Switch Live"
16229,"Farruquito"
16232,"Barón Rojo"
16233,"Baddies"
16239,"Blumio"
16240,"Melanie Fiona"
16241,"Paul Kalkbrenner"
16242,"Die Goldenen Zitronen"
16243,"Mos Def"
16244,"Popstars"
16246,"Lujuria"
16247,"Zenet"
16249,"Medina Azahara"
16252,"Homecoming Live"
16253,"The Gathering"
16254,"Premios 40 Principales"
16255,"Violadores del Verso"
16257,"Mónica Naranjo"
16259,"Miguel Ríos"
16261,"Tangerine Dream"
16262,"Heaven 17"
16263,"Iglu and Hartly"
16265,"Glashaus"
16266,"The Dog Whisperer"
16267,"Francesco Guccini"
16268,"Francesco De Gregori"
16269,"Antonello Venditti"
16270,"Carmen Consoli"
16271,"Japandroids"
16272,"Africa Unite"
16276,"Ornella Vanoni"
16277,"Noemi"
16281,"Giuliano Palma & The Bluebeaters"
16284,"Dirty Three"
16288,"David Rodigan"
16291,"Yelworc"
16293,"Julian Marley"
16295,"Zita Swoon"
16299,"Alessandra Amoroso"
16301,"Nate Brown"
16302,"Massimo Ranieri"
16311,"Ian Broudie"
16312,"James Walsh"
16337,"Julie Andrews"
16338,"R. Kelly"
16340,"Coeur de Pirate"
16342,"Susan Boyle"
16343,"Reef"
16345,"Laurie Anderson"
16346,"The Songs of Nick Drake"
16347,"Jedward"
16352,"Black Eyed Peas"
16355,"Russian Red"
16356,"Kill Casino"
16357,"The Music of Queen"
16358,"Hoxton Square Bar & Kitchen"
16360,"Paula Abdul"
16361,"Adam and The Ants"
16362,"Adam F"
16363,"André 3000"
16364,"Atomic Kitten"
16365,"Audio Bullys"
16366,"B*Witched"
16367,"Bee Gees"
16368,"David Bowie"
16369,"Eurythmics"
16370,"Corneille"
16371,"Pony Pony Run Run"
16372,"Stefan Banica"
16376,"Go West"
16391,"Morgan"
16392,"Parkway Drive"
16393,"The Soldiers"
16394,"Rich Kids"
16395,"Gamma Ray"
16396,"Sean Paul"
16397,"Ellie Goulding"
16406,"Jeanette"
16413,"Marlango"
16415,"Band of Skulls"
16417,"Dominique A"
16420,"Derek Forbes and Brian McGee"
16421,"Crystal Antlers"
16422,"Alex Britti"
16423,"Yeasayer"
16427,"Joan Manuel Serrat"
16432,"Dune"
16433,"Darkness Dynamite"
16435,"Litfiba"
16436,"Manolo Escobar"
16440,"Roberta Flack"
16442,"Ludwig Hirsch"
16443,"Paco de Lucía"
16445,"Kathryn Williams"
16446,"Paul Brady"
16447,"Canteca de Macao"
16448,"The Magic of the Beatles"
16456,"Next Big Thing"
16458,"Turin Brakes"
16459,"OK GO"
16461,"efterklang"
16463,"Dead By Sunrise"
16465,"Heavens Basement"
16466,"Transatlantic"
16471,"Gunter Gabriel"
16472,"I Muvrini"
16473,"Diana Vickers"
16474,"Good Shoes"
16475,"Davy Knowles"
16477,"Stuck In The Sound"
16478,"General Elektriks"
16479,"Arno"
16480,"Emilie Simon"
16481,"Barricada"
16482,"Los Van Van"
16484,"Ja Rule"
16485,"Cheryl Cole"
16486,"Justin Bieber"
16496,"The Lightning Seeds"
16500,"Silly"
16504,"John Cale"
16508,"Aura Dione"
16509,"Joe McElderry"
16511,"Hole"
16514,"Najwa Nimri"
16517,"Love of Lesbian"
16518,"La Barra"
16519,"The Fiery Furnaces"
16520,"Elliott Murphy"
16521,"Vargas Blues Band"
16522,"Abbey Road The Beatles Show"
16525,"Acda en de Munnik"
16529,"Queen Ifrica"
16530,"Waylon"
16533,"Sonu Nigam"
16534,"Hepcat"
16535,"Michalis Tzouganakis"
16536,"Hadouken!"
16537,"UnsraW"
16539,"Brother Ali"
16543,"Lou Barlow"
16545,"Alex Metric"
16546,"Le Vibrazioni"
16547,"The Besnard Lakes"
16548,"Owl City"
16549,"Etienne de Crecy"
16551,"Michel Fugain"
16552,"Laura Jansen"
16553,"K's Choice"
16555,"Delphic"
16559,"Big, Black and Beautiful"
16562,"Cristiano De André"
16563,"Don Byron"
16564,"Berritxarrak"
16565,"Dirty Little Rabbits"
16566,"Jedi Mind Tricks"
16567,"And So I Watch You From Afar"
16568,"Franco de Vita"
16569,"Marina and the Diamonds"
16570,"The Steepwater Band"
16571,"Michael Schenker"
16572,"Benjamin Biolay"
16573,"J Ax"
16576,"Cycle"
16577,"Elio e Le Storie Tese"
16581,"Soulería"
16584,"DMC"
16594,"Boris"
16596,"Nikki"
16599,"The Arusha Accord"
16600,"Isabel Pantoja"
16605,"Yacht"
16609,"Teena Marie"
16612,"KOF"
16615,"Die Atzen"
16617,"Saint Vitus"
16618,"Rox"
16619,"The Reggae Got Soul Valentine Showcase"
16623,"Tonino Carotone"
16624,"Renzo Arbore"
16625,"RJD2"
16627,"Bigelf"
16629,"Giggs"
16631,"The Scene"
16632,"Francis Lalanne"
16634,"Sober"
16636,"Brigade"
16637,"Lucky Dube"
16640,"Los Pecos"
16642,"David Bustamante"
16644,"Amazone Project"
16646,"LCD Soundsystem"
16647,"The Drums"
16648,"Two Door Cinema Club"
16649,"Festo do Brasil"
16657,"Plan B"
16658,"System of a Down"
16660,"Revolver"
16661,"3Js"
16662,"José Manuel Cobles"
16663,"Arid"
16664,"Nick & Simon"
16665,"Soziedad Alkoholica"
16667,"Mega Maghreb Dance"
16674,"Eek-A-Mouse"
16675,"Alborosie"
16676,"O'funk'illo"
16677,"Bienal de Flamenco de Sevilla"
16679,"Paul de Leeuw"
16681,"Coti"
16682,"LIVE38 XXL"
16685,"Shabu & Little Pepe"
16686,"Evelyn Evelyn"
16689,"Skunk D.F."
16690,"Le Bal des Enragés"
16691,"James McCartney"
16693,"Mezclando por Haití"
16696,"Antonio Canales"
16697,"Luz Casal"
16699,"Pablo Milanés"
16703,"Focus"
16704,"Daisy Dares You"
16709,"Los Planetas"
16710,"La Shica"
16712,"Nanci Griffith"
16714,"Pierpoljak"
16725,"Boulevard des Airs"
16733,"Royal Beach Concert"
16734,"Parrita"
16735,"Heavy Trash"
16736,"Gorillaz"
16737,"Decked Out"
16738,"Juan Perro"
16742,"Blaze Bayley"
16744,"Sunny Day Real Estate"
16753,"El Sueño de Morfeo"
16754,"The Hidden Cameras"
16758,"Djumbo"
16759,"Caro Emerald"
16761,"James Taylor Quartet"
16762,"Lisa Ekdahl"
16763,"Destine"
16764,"HQ"
16765,"Dave"
16766,"Maghreb united avec Rim K Du 113"
16768,"Infinita"
16769,"Tete"
16771,"Dick Dale"
16774,"Hey Hey Hey My My"
16775,"Maurane"
16776,"Yodelice"
16777,"Bettie Serveert"
16780,"Suede"
16785,"Habib Koite"
16789,"Black Grape"
16791,"John Garcia"
16793,"Tim Knol"
16794,"Ian Hunter"
16798,"Jaguar Skills"
16799,"Young Guns"
16800,"Rain Machine"
16802,"Jaga Jazzist"
16803,"Franco Saint De Bakker"
16804,"Goldhawks"
16805,"The Antlers"
16806,"Brokencyde"
16807,"Dee Dee Bridgewater"
16809,"Freaky Age"
16810,"Skream vs Benga"
16811,"Boudewijn de Groot"
16812,"Robert Francis"
16813,"Fixkes"
16814,"José James"
16815,"Wallace Vanborn + Landfill"
16816,"Sinik"
16817,"Humo's Rock Rally"
16818,"Dobet Gnahore + Manou Gallo"
16819,"Meuris"
16820,"The Gaslamp Killer"
16821,"No Angels"
16822,"The Bloody Beetroots"
16823,"Admiral Freebee"
16824,"Balthazar"
16825,"Nicolai Dunger"
16826,"Saosin"
16831,"Laurent Garnier"
16832,"Finley"
16833,"Lost"
16834,"Dari"
16835,"Sound of Stereo"
16837,"De Mens"
16838,"Lou Rhodes"
16840,"Amparo Sanchez"
16841,"Howie & Linn"
16842,"Soan"
16843,"Tiffany Page"
16844,"Warpaint"
16845,"Jesca Hoop"
16846,"The Aggrolites"
16847,"Los Lobos"
16848,"Tinie Tempah"
16849,"De Kreuners"
16850,"William Souffreau"
16851,"Mario Biondi"
16853,"Alan Wilder"
16854,"Tennessee Three"
16855,"Warrior Soul"
16857,"Obituary"
16863,"Local Natives"
16864,"Eurovision Song Contest"
16867,"Thom Yorke"
16869,"Emmanuelle Seigner"
16870,"Mint Condition"
16871,"Brand Nubian"
16872,"Digable Planets"
16874,"The Pioneers"
16875,"Antonio Forcione Due"
16876,"Googoosh"
16884,"Gil Scott-Heron"
16885,"Timothy B. Schmit"
16886,"Renegades"
16888,"Andy McKee"
16889,"Jena Lee"
16890,"Larry Graham"
16901,"Max Romeo"
16902,"Jónsi"
16904,"Hudson Mohawke"
16905,"She & Him"
16910,"Shout Out Louds"
16912,"Fefe"
16914,"Gaetan Roussel"
16916,"The Trashmen"
16927,"Joanna Newsom"
16929,"La Habitación Roja"
16932,"Morodo"
16933,"William Sheller"
16934,"Revolt"
16937,"Bernhard Brink"
16945,"The Joe Perry Project"
16949,"SFDK"
16951,"The Sonics"
16952,"Sharon Jones"
16953,"Chi Coltrane"
16961,"Miike Snow"
16962,"Disiz"
16963,"Liam Frost"
16964,"Pretty Maids"
16966,"Megafaun"
16968,"Brendan Perry"
16969,"Black Spiders"
16970,"Anni B Sweet"
16972,"Pink Project"
16976,"Master Musicians of Jajouka"
16977,"Second"
16978,"Shuarma"
16979,"Sylvie Vartan"
16980,"Salif Keita"
16984,"Teen Angels"
16989,"Therion"
16995,"Michèle Torr"
16996,"Chico & The Gypsies"
16997,"Fête de la Saint-Patrick"
16998,"Nacho Vegas"
16999,"RoBERT"
17000,"Dorothée"
17001,"Jean-Luc Lahaye"
17002,"Sylvie Pulles"
17003,"Quentin Mosimann"
17004,"Chimène Badi"
17005,"The Real McKenzies"
17009,"Swedish House Mafia"
17010,"Maldita Nerea"
17011,"Marc Antoine"
17014,"Ilegales"
17015,"Mark Lanegan"
17019,"Aborted"
17020,"Eric Martin"
17021,"Los Amigos Invisibles"
17022,"Wende Snijders"
17023,"Metric"
17024,"Flotsam and Jetsam"
17042,"Cibelle"
17044,"Lila Dawns"
17047,"Beardyman"
17048,"Eric Toulis"
17050,"Benoît Dorémus"
17051,"Les Blaireaux"
17053,"The Union"
17055,"The Pleasers"
17056,"Chinese Man"
17058,"Jon Allen"
17060,"Enrique Bunbury"
17063,"Roxette"
17069,"A Guy Called Gerald"
17070,"A Tribe Called Quest"
17071,"Benito Kamelas"
17072,"SEEN"
17074,"Saudade do Futuro"
17075,"Rhythm & Blues Night"
17076,"Falsalarma"
17078,"Nevio"
17079,"Joaquín Cortés"
17080,"Recoil"
17081,"Francesco Renga"
17082,"The Strokes"
17083,"Unkle"
17084,"Sarah Blasko"
17085,"Jace Everett"
17086,"Aphex Twin"
17087,"Gianna Nannini"
17088,"Giusy Ferreri"
17089,"Negramaro"
17090,"Audioslave"
17094,"Gangstarr"
17098,"Kent"
17099,"Frank Sinatra"
17100,"Grandmaster Flash and Melle Mel"
17102,"Harold Melvin and the Blue Notes"
17103,"Ian Dury and the Blockheads"
17105,"Isaac Hayes and the Movement"
17106,"Jane's Addiction"
17107,"John Coltrane"
17109,"Joni Mitchell"
17111,"King Crimson"
17112,"Lisa Nilsson"
17114,"Mira Awad"
17115,"The Romantics"
17116,"Los Chichos"
17117,"Aviador Dro"
17120,"La Coka Nostra"
17121,"Pigalle"
17122,"Alonzo"
17123,"Where Death is Most Alive"
17125,"Chris Liebing"
17126,"Yuksek"
17128,"Donkeyboy"
17129,"deLillos"
17131,"Vamp"
17132,"Kurt Nilsen"
17133,"Gitarkameratene"
17134,"DumDum Boys"
17135,"Eason Chan"
17136,"Train"
17139,"White Rabbits"
17140,"Michel Sardou"
17141,"Butch Walker"
17142,"Johny Flynn and The Sussex Wit"
17143,"Erland and The Carnival"
17144,"Definitely Might Be"
17146,"Hatebreed"
17147,"Ryan Shaw"
17149,"Skinny Puppy"
17151,"65 Days of Static"
17152,"Jazzopen Stuttgart"
17153,"Acoustic Ladyland"
17155,"La Legende Des Beatles"
17159,"Leftfield"
17160,"Angus and Julia Stone"
17161,"Anti-Nowhere League"
17162,"Adrian Edmondson and The Bad Shepherds"
17163,"Archie Bronson Outfit"
17167,"Ellen ten Damme"
17169,"Woven Hand"
17172,"Lolita Flores"
17175,"Robert Fripp"
17188,"Booker T."
17190,"Gregory Isaacs & Beres Hammond"
17192,"Walls of Jericho"
17194,"Festival Son Cuba"
17208,"Amanda Jenssen"
17209,"Robert Broberg"
17214,"Alan Parsons Project"
17216,"Slade"
17217,"Duke Ellington Orchestra"
17218,"Yngwie Malmsteen"
17219,"Plastic Ono Band"
17220,"El Cuero"
17223,"Primus"
17225,"Toto Cutugno"
17226,"Pulp"
17229,"Ramones"
17230,"Pink Floyd"
17231,"Robert Johnson"
17232,"Roxy Music"
17233,"Run-DMC"
17234,"Sam Cooke"
17237,"Kodo"
17242,"Mobb Deep"
17243,"Hed PE"
17244,"The 69 Eyes"
17245,"Immortal"
17246,"Atif Aslam"
17247,"La Coca Nostra"
17249,"Lonely Joe"
17250,"Mayer Hawthorne"
17252,"Votown"
17253,"Arizona Baby"
17254,"The Very Best"
17255,"The Unthanks"
17257,"Iván Ferreiro"
17258,"Shonen Knife"
17259,"Nach"
17260,"Brothers In Band"
17261,"Skatalites"
17262,"Between The Buried And Me"
17264,"Jay-Jay Johanson"
17265,"Bohren & der Club of Gore"
17266,"Meshell Ndegeocello"
17267,"The Bacon Brothers"
17270,"Black Debbath"
17271,"Oscar D'León y su Orquestra"
17272,"Ingenting"
17273,"Philip Sayce"
17278,"Delafé y las Flores Azules"
17279,"Sivert Høyem"
17290,"Kashmir"
17291,"Thomas Helmig"
17295,"Dizzy Mizz Lizzy"
17296,"Hariharan"
17297,"Hindi Zahra"
17298,"Peter LeMarc"
17299,"Ulf Lundell"
17300,"Selah Sue"
17301,"Jef Neve"
17302,"Brussels Concertband"
17304,"Hidden Cameras"
17305,"Wovenhand + Ólafur Arnalds"
17308,"The Radio Dept"
17309,"Robin Verheyen Quartet"
17310,"Iguana Tango"
17311,"Cristina del Valle"
17312,"Idealipsticks"
17314,"Wolves in the Throne Room"
17321,"Liars"
17324,"Jagged Edge"
17325,"Selena Gomez"
17326,"Elvis Costello"
17329,"Savage Rose"
17334,"Ignite"
17335,"Toy Dolls"
17337,"Ed Kowalczyk"
17338,"Missy Elliot"
17339,"Miles Davis"
17340,"Muddy Waters"
17341,"Marvin Gaye"
17342,"N.W.A"
17343,"Nina Simone"
17344,"Nirvana"
17345,"Otis Redding"
17346,"Outkast"
17352,"Medina"
17355,"Nephew"
17357,"Krokus"
17359,"Tina Dickow"
17360,"DMC Nordic DJ Championship"
17362,"Supertramp"
17368,"Parliament Funkadelic"
17373,"Teenage Fan Club"
17375,"Lostboy! Aka"
17377,"Black Sabbath"
17378,"Blind Faith"
17379,"Bob Marley and the Wailers"
17381,"Boston"
17382,"Buffalo Springfield"
17383,"Carole King"
17385,"Noah and the Whale"
17386,"The Cabriolets"
17387,"Pitingo"
17388,"Creedence Clearwater Revival"
17391,"El Puchero del Hortelano"
17393,"Curtis Mayfield"
17394,"Dee Lite"
17395,"Derek and the Dominos"
17396,"Cream"
17397,"Devo"
17398,"Toto"
17399,"Dire Straits"
17400,"Dixie Chicks"
17401,"DJ Shadow"
17402,"The Doors"
17403,"Dr. Dre"
17405,"Alejandro Fernández"
17406,"Dusty Springfield"
17407,"Earth Wind and Fire"
17408,"Electric Light Orchestra"
17409,"Eric B and Rakim"
17410,"Emarosa"
17412,"Manuel Carrasco"
17413,"Charlotte Gainsbourg"
17415,"Stanley Clark?"
17416,"The Ramones"
17417,"The Rapture"
17419,"The Sex Pistols"
17420,"The Smiths"
17421,"Juno Reactor"
17422,"Accept"
17423,"Karin Bloemen"
17424,"The Stone Roses"
17425,"The Talking Heads"
17426,"The Velvet Underground"
17427,"Raphael Haroche"
17429,"Traffic"
17430,"Sly and the Family Stone"
17431,"Soft Cell"
17432,"The Unknown"
17436,"The Animals"
17441,"The Grateful Dead"
17442,"The Jackson Five"
17444,"Sexy on the Beach"
17445,"Suicide Commando"
17446,"The Jimi Hendrix Experience"
17447,"The Kinks"
17448,"The O'Jays"
17449,"Henry Threadgill"
17450,"The Orb"
17451,"The Pharcyde"
17453,"Freebass"
17454,"Exit Calm"
17455,"Pitbull"
17456,"Mari Boine"
17457,"Ulver"
17461,"Wim Mertens"
17462,"Pedro Guerra"
17463,"Lars Winnerbäck"
17464,"Caetano Veloso"
17466,"Guadalupe Plata"
17467,"Stef Bos"
17468,"Negrita"
17469,"Eiffel"
17470,"My Little Cheap Dictaphone"
17476,"Clotilde Courau"
17477,"Pastora Soler"
17479,"Marco Mengoni"
17480,"Hardcore Universe"
17481,"Mélissa Laveaux"
17482,"The Blasters"
17485,"Angelo Branduardi"
17487,"Raymond van het Groenewoud"
17488,"Dina Hayek"
17489,"Fares Karam"
17491,"Jason And The Scorchers"
17492,"Antonio Carmona"
17493,"Ariel Rot"
17494,"Lovely Luna"
17500,"Hitsquad"
17501,"Despistaos"
17503,"Nolwenn Leroy"
17504,"Valerius"
17505,"Niño Josele"
17508,"Malika Ayane"
17511,"Ralph Myerz & Jack Herren Band"
17512,"Bare Egil Band"
17513,"Kim Larsen"
17514,"Veronica Maggio"
17516,"Jay Sean"
17517,"Debout sur le Zinc"
17520,"The Divine Comedy"
17521,"Schlagergiganten am See"
17522,"Waldweihnacht am Wilden Kaiser"
17525,"Fito Páez"
17532,"Wheatus"
17533,"Every Avenue"
17534,"The Ark"
17535,"Javier Corcobado"
17537,"Napoleón Solo"
17538,"Els Nens Eutròfics"
17539,"Poncho K"
17541,"Aaron Thomas"
17542,"Bob Sinclar"
17543,"Band of Joy"
17544,"Vinila von Bismarck"
17545,"La Porta Dels Somnis"
17553,"The Libertines"
17555,"Avi Buffalo"
17560,"Robben Ford"
17561,"Taylor Hawkins"
17562,"Josh Ritter"
17563,"Montoto"
17564,"Doctor Deseo"
17566,"Kele"
17569,"Mike Peters"
17571,"Avalanch"
17572,"Andy Timmons"
17573,"Joao Pedro Pais"
17574,"Bolt Thrower"
17576,"Maria Bill"
17580,"Yaron Herman Trio"
17583,"Avishai Cohen"
17584,"Ivan Paduart"
17585,"John Jorgenson"
17586,"Eddie Gomez"
17587,"Sara Tavares"
17596,"Simphiwe Dana"
17597,"Drake"
17598,"Emily Loizeau"
17599,"Raul Paz"
17601,"DREAM - Berlin"
17602,"Langhorne Slim"
17604,"Glenn Hughes"
17605,"Back for Good"
17606,"Stephen Dale Petit"
17607,"Roll Deep"
17612,"Ray Manzarek and Robby Krieger"
17617,"Stress"
17618,"Heaven & Hell"
17622,"Dana Fuchs"
17623,"Cypress Hill"
17625,"Anoraak"
17629,"Pepe Bao"
17632,"Timber Timbre"
17634,"The Hickey Underworld"
17635,"John Illsey"
17636,"Fanfarlo"
17637,"Feloche"
17638,"The Dodoz"
17639,"City and Colour"
17640,"Wave Machines"
17641,"Rock & Junior"
17642,"We Are Wolves"
17644,"Ex Simple Minds"
17646,"Grant Lee Phillips"
17647,"Sexion d'Assaut"
17651,"Kassidy"
17652,"Lennon Remembered"
17653,"Bettye Lavette"
17654,"Inrocks Indie Club"
17655,"John and Jehn"
17656,"Dirty Projectors"
17657,"God is an Astronaut"
17658,"RX Bandits"
17669,"The Hague Jazz Festival"
17673,"Giant Sand"
17675,"RPA & United Nations of Sound"
17676,"Ado Music Night"
17677,"Postgirobygget"
17678,"CC Cowboys"
17679,"Jahn Teigen"
17684,"Forever Young"
17690,"Annie Mac"
17691,"Frankie & The Heartstrings"
17692,"Baustelle"
17693,"Jah Cure"
17709,"Dulce Pontes"
17711,"Bob Geldof"
17719,"Tyrese"
17720,"Senser"
17721,"Adam Ant"
17722,"Black Mountain"
17724,"Chas and Dave"
17727,"La Rue Ketanou"
17728,"Luc De Vos"
17729,"Slash"
17730,"Chase & Status"
17732,"Joy Zipper"
17733,"Da Silva"
17734,"Hurts"
17735,"Capleton"
17736,"Monkeywrench"
17737,"Adam Lambert"
17738,"Colin Blunstone"
17741,"The Lurchagors"
17742,"The Damned Things"
17746,"Wenge Musica MM"
17749,"The Clean"
17758,"Los Rebujitos"
17761,"Mike Stern"
17768,"Daniel Lohues"
17771,"Ruth Jacott"
17773,"Daniel Lanois Black Dub"
17774,"Donoré"
17777,"Joyce Jonathan"
17778,"Unitopia"
17780,"Camelia Jordana"
17781,"Simone Felice"
17783,"Jason Derulo"
17784,"The Depreciation Guild"
17785,"Anneke Van Giersbergen"
17787,"The Stems"
17788,"Harper Simon"
17790,"Untamed Youth"
17791,"NRBQ"
17792,"Mother's Finest"
17793,"Maria Rita"
17795,"Toots Thielemans Quartet"
17796,"Front Line Assembly"
17797,"Trey Songz"
17800,"Joe Longthorne"
17806,"Hellraiser"
17809,"Nationale Nederpop Avond"
17812,"Marco Carta"
17814,"Canned Heat"
17815,"Murder By Death"
17816,"Killah Priest"
17824,"Jere"
17828,"Lillebjørn Nilsen"
17830,"Our Friends Acoustic"
17835,"Maria Joao Pires"
17842,"Les Pretres"
17846,"Glorreiche Halunken"
17849,"Clouseau"
17854,"Generation Moonwalk - Hommage à Mickael Jackson"
17867,"The Opposites"
17868,"Jeff Mills"
17869,"Van Dyke Parks"
17872,"Asking Alexandria"
17873,"Gåte"
17874,"We Are The Fallen"
17875,"Nynke Laverman"
17879,"VanVelzen"
17881,"Edsilia Rombley"
17883,"Mike Patton's Mondo Cane"
17887,"Jeff Tweedy"
17902,"Martin Solveig"
17903,"We are the Ocean"
17904,"Cristina Branco"
17906,"Mother Tongue"
17907,"Dana Winner"
17908,"Eva de Roovere"
17909,"Estrella Morente"
17911,"Frank Boeijen"
17912,"Gerard Lenorman"
17913,"Israel Vibration"
17914,"Stefano Bollani"
17915,"James Burton"
17916,"Lange Frans"
17917,"Harry Sacksioni"
17918,"Jeff Lorber Group"
17923,"Normaal"
17924,"Spinvis"
17925,"Mathilde Santing"
17928,"Belle and Sebastian"
17931,"Tim Akkerman"
17932,"Toots & The Maytals"
17933,"Top 2000 Live"
17936,"Supersubmarina"
17937,"The Pains Of Being Pure At Heart"
17938,"Bebe"
17941,"Florin Salam"
17942,"Bunny Wailer"
17947,"Hellyeah"
17949,"John Fox"
17954,"Tribute to Prince"
17956,"Against Me!"
17960,"Welle 1"
17970,"Esmeralda Grao"
17971,"Outsider"
17980,"Håkan Hellström"
17981,"My Passion"
17982,"Sublime"
17983,"Mehrzad Marashi"
17987,"Linea 77"
17988,"Club Dogo"
17991,"Dweezil Zappa"
17995,"De Kast"
17997,"The Exposed"
17998,"A R Rahman"
17999,"Sick City Club"
18000,"The Morning Benders"
18003,"Nikka Costa"
18005,"Soweto Gospel Choir"
18006,"Sr Mostaza"
18011,"Rosendo"
18013,"Clem Snide"
18014,"Imperial State Electric"
18015,"Los Chunguitos"
18016,"Menowin Fröhlich"
18017,"Liesbeth List"
18021,"Berget Lewis"
18024,"Swing Out Sister"
18026,"Les Tambours du Bronx"
18028,"Pino Daniele"
18029,"Modena City Ramblers"
18030,"Fiorella Mannoia"
18031,"Albertucho"
18033,"Kruder & Dorfmeister"
18038,"Chakuza"
18045,"Genitorturers"
18046,"Sr.Nadie"
18048,"Down by Law"
18049,"Rapsusklei"
18052,"Wig Wam"
18056,"Sage Francis"
18058,"The Last Vegas"
18059,"Peter Von Poehl"
18063,"Jeanne Cherhal"
18065,"Glee Live!"
18066,"Bay Festival"
18067,"Eric Prydz"
18068,"Carmine Appice Band"
18069,"Gustavo Cerati"
18070,"Peter Jöback"
18071,"Tired Pony"
18073,"Tony Levin"
18074,"Danzig"
18076,"Dodo & The Dodos"
18077,"Lars Lilholt Band"
18078,"Rasmus Seebach"
18079,"Ojos de Brujo"
18080,"Ana Carolina"
18081,"Pol 3.14"
18089,"Salmonella Dub"
18090,"Juan Valderrama"
18092,"Johnossi"
18093,"Flamenco en vivo"
18127,"Letz Zep"
18128,"Pájaro Sunrise"
18131,"Diego Martín"
18133,"Stornoway"
18134,"Stravaganzza"
18136,"Mishima"
18137,"Hilltop Hoods"
18138,"Patch William"
18139,"Los Manolos"
18141,"Gran Gala Flamenca"
18142,"Dweeb"
18147,"De Nacht van Carice"
18148,"Roger Mas"
18149,"María Dolores Pradera"
18152,"MEN Arena Birthday Bash"
18156,"Miguel Poveda"
18158,"Behemoth"
18160,"Melissa Horn"
18170,"Benny Golson"
18171,"Fuck Buttons"
18172,"Celtas Cortos"
18173,"MFÖ"
18180,"Jon Lord"
18181,"Grinderman"
18182,"Bir Sehir Hikayesi: Konstantiniyye - Istanbul"
18183,"Kenan Dogulu"
18184,"Ajda Pekkan"
18185,"Funda Arar"
18186,"Richard Galliano"
18187,"Yalin"
18188,"Regenesis"
18191,"Serdar Ortaç"
18194,"Sertab Erener"
18197,"Kelis"
18198,"Beady Eye"
18201,"Broilers"
18202,"Volkan Konak"
18205,"Brandi Carlile"
18206,"Chisu"
18247,"Attack! Attack!"
18248,"Envy of the State"
18249,"Heidenfest"
18251,"Max Raptor"
18252,"Circa Survive"
18254,"Deniz Seki"
18255,"Gülben Ergen"
18259,"The Rumour Said Fire"
18261,"Holly Miranda"
18263,"Rose Elinor Dougall"
18264,"Kumar"
18265,"The Wave goes Summer"
18266,"Devin the Dude"
18276,"Esperanza Spalding"
18277,"Surfer Blood"
18278,"Jello Biafra"
18291,"Capital Inicial"
18292,"Roupa Nova"
18299,"Jazz Sinfônica"
18300,"Maija Vilkkumaa"
18302,"Viikate"
18303,"Patxi"
18307,"Nightmare Indoor"
18312,"Xutos & Pontapés"
18315,"CooljazzFest"
18316,"Nits"
18317,"Yölintu"
18318,"Popeda"
18319,"Laura Voutilainen"
18320,"PMMP"
18321,"Matti ja Teppo"
18322,"Poets of the Fall"
18323,"Marion"
18324,"Koop Arponen"
18325,"Tapani Kansa"
18326,"Martti Servo ja Napander"
18327,"Fintelligens"
18328,"Neljän Suora"
18331,"Dingo"
18332,"Jari Sillanpää"
18333,"Jenni Vartiainen"
18334,"Meiju Suvas"
18336,"Anna Puu"
18343,"Suvi Teräsniska"
18348,"Mamba"
18351,"Menneisyyden Vangit"
18352,"Suurlähettiläät"
18353,"Kaija Koo"
18357,"Estoril Jazz"
18361,"Trentemøller"
18370,"Vamps"
18383,"Wolfgang Ambros"
18393,"Umberto Tozzi"
18394,"Senta Berger"
18396,"Yleisessä Saunassa"
18397,"Ulla Tapaninen ja Nasevat Kurtut"
18399,"Peilomat"
18405,"Ilhan Irem"
18406,"Hepsi"
18407,"Armin Van Buuren"
18409,"Gackt"
18410,"God Save the Queen"
18413,"E.M.D."
