categoryID,categoryName,spotifyID,spotifyName,spotifyPopularity
13866,hugh masekela,1b3F5FI7TX4IWTNA4P1kWp,Hugh Masekela,45
13867,ska-p,2fiiGUBgPsIKDCE0bTthnl,Ska-P,68
13868,saybia,3Om2xQbLD6af0jmrMryO1w,Saybia,52
13869,volcano,70x0sTVNtVevGt1mui7t2S,Volcano,20
13870,stevie ann,0BLtgRpARRInhUuj2RnpBJ,Stevie Ann,46
13874,london calling,2RcrJS14SI6DyMJ2r0Mi3D,London Calling,33
13875,shinedown,70BYFdaZbEKbeauJ670ysI,Shinedown,77
13877,teddy thompson,1z98aCtgTzyUkAHR50ryFN,Teddy Thompson,42
13881,laidback luke,53cQZtWDwDJwVCNZlfJ6Qk,Laidback Luke,71
13891,de jeugd van tegenwoordig,1u7uShzlA1tXJeox3jMFPq,De Jeugd Van Tegenwoordig,63
13914,sisters of mercy,4HxBVyHaUa60eCSsJWxwWR,Sisters Of Mercy,56
13916,eli paperboy reed,37D1QyrEFNkcv0f62xo46x,Eli Paperboy Reed,44
13917,gun,5X2qBbPoIF30jC9XZU2QU6,Gun,25
13918,eugene mcguinness,2jLA1uNJCHfot9nPhUhSdz,Eugene McGuinness,35
13923,bayside,51J0q8S7W3kIEYHQi3EPqk,Bayside,61
13926,ian mcnabb,6ZNGNJuTnqXYKaIQDEAquH,Ian McNabb,21
13927,linda lewis,5IrR4pNp1CQNk7pxlMOvFu,Linda Lewis,35
13931,the rasmus,76ptJV8617638xrpeoUtzl,The Rasmus,61
13934,bon scott,62OSqVRTfWPbv9EovmbH4l,Bon Scott,19
13947,the game,0NbfKEOTQCcwd6o7wSDOHI,The Game,81
13950,grace jones,2f9ZiYA2ic1r1voObUimdd,Grace Jones,58
13951,edguy,3AGFqPP3gt5rMSvhR87Xxu,Edguy,57
13952,stefan gwildis,4728jywhQoCC2jT06FrDDD,Stefan Gwildis,32
13954,walter trout,12LgviUQ9DbfYJJ9niDWRq,Walter Trout,50
13955,architects,0UM1C9GC2ktl1sCtLIhiEc,Architects,22
13956,chicane,5GxyeQagayzZOg4UwffQlD,Chicane,61
13957,lisa hannigan,0z7Yuv7DuDQ5SaVn4VSlLt,Lisa Hannigan,64
13959,itchy poopzkid,00uj8QMZyhO2oqyLB92QcZ,Itchy Poopzkid,53
13961,amon amarth,3pulcT2wt7FEG10lQlqDJL,Amon Amarth,65
13963,k.i.z,0bMt8SJlp0gFRUufzifS05,K.I.Z.,75
13964,alexander marcus,4WmEJkzJ7Z3yeIa98QS93Y,Alexander Marcus,47
13978,leon jackson,5Umm1q3GhUVCds3l73pwaz,Leon Jackson,4
13981,the coast,6eCig1jpC7HtiZCv2BaKyG,The Coast,21
13982,heartsrevolution,3iW3xACztLZanYgwCXSYAx,Heartsrevolution,40
13985,marc almond,7nBZYpVAH6bD0QlD7Mpil7,Marc Almond,46
13987,brunner und brunner,3wbftONQjYa0CGlyEwxJUR,Brunner & Brunner,41
13991,raphael saadiq,6g0Wah2YFtb1rFgKhUktlo,Raphael Saadiq,64
13994,novastar,3r2qdoM2Ryp8aBb3S3qIG1,Novastar,46
13998,letzte instanz,5aOk0TpKD3HlbC1jwCdu3M,Letzte Instanz,42
13999,6-zylinder,378657zev1WqmnwcphAGYW,6-Zylinder,12
14000,die paldauer,0XLKhXxquwsKKtQVLA3Ifj,Die Paldauer,35
14005,angelika milster,6P0XfugxQsF8vP6q7frbop,Angelika Milster,25
14011,alpentrio tirol,6FBTjVOiDsYI2yK9aUTzsO,Alpentrio Tirol,33
14023,apoptygma berzerk,3OHbToMuJihWhRcqzKjpBd,Apoptygma Berzerk,46
14024,ingrid michaelson,2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson,77
14025,amigos,1tAKyFPK8LJNmh2uwdVPpJ,Amigos,5
14026,cancer bats,10YNQq86z4shHwDSymTyWc,Cancer Bats,49
14035,hue and cry,1qHH0kJrUPogAIBlPPnPLa,Hue And Cry,40
14036,terrorvision,3jNwnthjUjHYvjyvRGfWuQ,Terrorvision,40
14037,hammerfall,2o18h28enlHxj887tATc58,Hammerfall,64
14038,solange,7g1RoWp4DKeo6MikscIppF,Solange,33
14040,general fiasco,0NUTVTeuBpdsfvbW4RxA6e,General Fiasco,38
14144,paper route,2EoJ4ILZNAHjVtZgmWBaID,Paper Route,48
14150,wouter hamel,7eK4wPcMgmSIxcGBS2lJl0,Wouter Hamel,44
14155,phish,5wbIWUzTPuTxTyG6ouQKqz,Phish,67
14178,the residents,0X7nkgtJrvXcn1W8lN9Mtm,The Residents,41
14179,phillip boa & the voodooclub,5mdkZXnHj5wGaY88zY9u1m,Phillip Boa And The Voodooclub,31
14183,ultravox,3iUjRVvYCsMfz7tuAQtBDI,Ultravox,57
14194,eths,2IZkG4M2WcpLtfraGYJISf,Eths,40
14196,ringworm,1mVvXNKbCaUapInbgHCDRV,Ringworm,37
14198,britney spears,26dSoYclwsYLMAKD3tpOr4,Britney Spears,86
14199,axxis,79QHbLxfbHPti47KwTCeO0,AXXIS,0
14211,late of the pier,5ZBQea34QfBgEDkcGEKK2b,Late of the Pier,41
14214,rhydian,4aRLZXzypPQPS9fx6QTRaq,Rhydian,31
14216,imelda may,6AnjHMqEAps8VJdHU8RykH,Imelda May,56
14225,indochine,7knmbOGe07k85GmK50vACB,Indochine,57
14226,joe brooks,2SdpHBjOzZMU6sxBsiju1E,Joe Brooks,32
14227,boys like girls,0vWCyXMrrvMlCcepuOJaGI,Boys Like Girls,68
14233,the rumble strips,2LrQtNcBWufq2AjaM6swf7,The Rumble Strips,41
14235,jeff beck,0AD4odMWVQ2wUSlgxOB5Rl,Jeff Beck,59
14237,the busters,2wCh75gIAQ5Ed9UGiqLBMB,The Busters,38
14238,slut,29ZfgngTjiuYf3vqhrM1Ba,Slut,36
14243,jan josef liefers,2eC5wmuuYLEmlL4Nelr4Ry,Jan Josef Liefers,24
14248,the specials,6xnvNmSzmeOE1bLKnYXKW3,The Specials,63
14250,b-tight,3qd7OFf9RCmk6wIqVrZH1L,B-Tight,53
14252,joey cape,47LEGQCc9FShxKmbod8u7e,Joey Cape,41
14254,paulsrekorder,5YGN1qZoaNPDQzlL0HFvCH,Paulsrekorder,13
14255,mellow mark,0towMO9OxE5LdJWfk7fw3F,Mellow Mark,33
14258,das bo,0lP5aPV834goEtT6asKAek,Das Bo,43
14259,dido,6ZXN21DBJxOyCBsIgIM7ox,Dido,16
14260,mariah carey,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,83
14263,anastacia,2siHvYaxjaW5rKVRiIrMYH,Anastacia,64
14264,nik kershaw,7kCL98rPFsNKjAHDmWrMac,Nik Kershaw,56
14266,the faces,27pyLBNdWVJBkbykvbf3TW,The Faces,21
14267,fleetwood mac,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,83
14268,rammstein,6wWVKhxIU2cEi0K81v7HvP,Rammstein,80
14269,dance nation,5ukuMJsKj4MuEuOTcoJww4,Dance Nation,31
14272,laura pausini,2e4nwiX8ZCU09LGLOpeqTH,Laura Pausini,74
14277,rain - a tribute to the beatles,2SOEgjJBzwSi0U2bpDGeTR,"Rain ""A tribute to the Beatles""",0
14288,vonda shepard,0dhxm9QdU7nzflPS6xGQ8P,Vonda Shepard,49
14290,bat for lashes,6l77PmL5iuEEcYjGl8K6s7,Bat For Lashes,62
14294,blur,7MhMgCo0Bl0Kukl93PZbYS,Blur,78
14306,sasha,2G7eqPRztGdJoXBkRjensk,Sasha,43
14308,saga,2oEBoor1jMYVplloxThSy9,Saga,33
14309,michael hirte,2xfQ87jiBglYnZ0dUScN3J,Michael Hirte,32
14310,forever the sickest kids,4frytKnOBrer4QVPWynGtX,Forever The Sickest Kids,58
14311,anna maria kaufmann,69Nf3BcltVI8usMR1DDd3n,Anna Maria Kaufmann,24
14312,the dubliners,72RvmgEg2omdlMV9aExO6a,The Dubliners,62
14316,babylon circus,3crfLODQuodxW8R8iLqkPH,Babylon Circus,45
14318,andreas rebers,75pF3CjvvHeKmSzTbwYv3x,Andreas Rebers,11
14319,helmet,0qB0cTENhSUc0feov5qbg0,Helmet,53
14320,project pitchfork,0DLfONSFG8AA0cQvh1yCrz,Project Pitchfork,44
14326,piet klocke,0MEIKaHl58eCYhlmwZAk8T,Piet Klocke,17
14328,aviv geffen,2yW5qCV084v8AqGk9JiFM8,Aviv Geffen,32
14329,sezen aksu,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,60
14331,kamelot,4WfvLf3upQuYj93AnJtmnn,Kamelot,20
14333,m.i.a.,451jqMEf2cDjJKgw1uBFGe,M.I.A.,68
14335,ernst hutter,5SQzCVYxhtZNzoJuNXUTru,Ernst Hutter,5
14336,godewind,4MTWw7JCOrzp514PvYh4l8,Godewind,20
14337,misia,3uyDATzOGjbGCts7v2eszk,Misia,33
14338,endstille,2sbqWkkt4GydNSZPRr1ubf,Endstille,25
14339,bosse,2e4uIDIIBXR0MmZe0AJGhR,Bosse,59
14340,and you will know us by the trail of dead,6wBUn8gMP85n8dPu6LoUcF,...And You Will Know Us By The Trail Of Dead,49
14342,rainhard fendrich,4vWQjpI68kWBNkXOEbi1D6,Rainhard Fendrich,50
14355,grobschnitt,2dL2V37wXmRlzsTQIkisqF,Grobschnitt,28
14359,sodom,6SYbLA9utoNsllunR1TnkM,Sodom,47
14361,asp,7cWnPCnFKYKg5W0JKaf118,ASP,46
14362,clickclickdecker,5wNvenQ2uTeqJAxNahM2nX,ClickClickDecker,37
14363,bernd begemann,4OY3MNylZg1nxCpFILirnH,Bernd Begemann,33
14383,eagles of death metal,02uYdhMhCgdB49hZlYRm9o,Eagles Of Death Metal,64
14385,no fun at all,6usO1o98RY3cUWxqaQxi8O,No Fun At All,46
14386,17 hippies,3Tq2hRlRrQzA4Zq2ncYiiA,17 Hippies,41
14388,green day,7oPftvlwr6VrsViSDV7fJY,Green Day,86
14391,errol brown,5g931KQN6MBdy2jSpAhy3l,Errol Brown,22
14394,tiziano ferro,11TplWqOPQBTmg2eiSLt1m,Tiziano Ferro,73
14399,michalis hatzigiannis,77YRvt1TuxpCmW4Ydrx69A,Michalis Hatzigiannis,47
14400,superbus,3Hog7RVQ1lAv1crdfiJPLq,Superbus,47
14401,n-dubz,52Syw7gkGRePCAYvEY2X9D,N-Dubz,59
14403,tina dico,6AHLjrNUzvqs8jg5JntmeL,Tina Dico,49
14406,peter kraus,1P6eLNP95N3LE6InCy2lAs,Peter Kraus,39
14413,the all-american rejects,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,75
14415,titus andronicus,5lJ4XQ2hlPlxACN7q3xKL1,Titus Andronicus,53
14416,the whitest boy alive,1qcU8NabUQ5efQf8UGW6CV,The Whitest Boy Alive,65
14418,joshua radin,7omzannyG2lfDqP5xyZo34,Joshua Radin,72
14419,horse feathers,0lO2c86rQmrRJArBxgw0v8,Horse Feathers,63
14420,hockey,0UaUeprRolTdlmZVU4yzPS,Hockey,45
14421,the pan i am,7o2QQwtKbhaLoVvU3T3xi1,The Pan I Am,0
14422,school of seven bells,1mBdei7fcRpbUEYHgsQN9H,School Of Seven Bells,49
14423,ponytail,3EmuEZD6wal7CmNiHQtyw8,Ponytail,25
14426,gary go,6beTArFVpUujvkHi9FVPqs,Gary Go,65
14427,goldie lookin chain,0pobPzcYFoVSprUnwY2Bio,Goldie Lookin Chain,43
14428,twin atlantic,4A9xtvezlouTD7H0kyUje9,Twin Atlantic,64
14429,wintersleep,1VrpL9mx2a6WRolLh7mHrE,Wintersleep,44
14430,the brute chorus,4EFKlRdF6hbO51SLwdmepk,The Brute Chorus,13
14431,an cafe,1jfDyktzLeOuZD7064x8iM,An Cafe,33
14432,little joy,0aLsJXIaJ6MMCZIzaGpMaX,Little Joy,54
14438,the answer,4iiX2D2E5DHDMhRvGumuvo,The Answer,0
14447,the vaselines,4wWQkHhmUNlXvhbHRUSqZW,The Vaselines,46
14449,beirut,3mOMkFgAA0qKk8qa4StU1Z,Beirut,32
14451,gallows,0LpwbxbT8dPiqUnul4ngzu,Gallows,51
14452,tunng,6k8oBFzievbIn6XJK0pDpa,Tunng,49
14453,noisettes,6oX4tx055oEFYM3ahDTyOD,Noisettes,56
14454,adoro,4rqiur3wBtjZZuysnF42xO,Adoro,40
14455,selig,7ftDP5ZxHkJGm02tQjxtag,Selig,46
14483,martin jondo,0rjQs0BXlxtEniNqvD3zNQ,Martin Jondo,53
14484,jonathan richman,6hkch2KhRl0tywpeVK5xR5,Jonathan Richman,48
14485,angelika express,6mIAHgkdWhjoDrcTYnJKGN,Angelika Express,18
14486,mumford & sons,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,91
14487,the virgins,6RNuLHIAlLt1FQHm03oEru,The Virgins,56
14488,flowin immo,6Ly7vVEjYIeh4YfARkdVA7,Flowin Immo,26
14489,ry cooder,1CPwHx5lgVxv0rfcp7UXLx,Ry Cooder,58
14491,amadou and mariam,3KH7WsR2JZQ94Ik8SyabU6,Amadou & Mariam,58
14493,florence and the machine,1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,89
14494,the big pink,4xM0Rz2FbjZevoVLVJUgEQ,The Big Pink,49
14495,brakes,69Ea1LntkRXcDIG71LHvbq,Brakes,30
14498,rage,4mmAkD5BnTWqY4dsMqKc5O,Rage,27
14499,ane brun,2L3kwZFd16zjHz9a5kEPAm,Ane Brun,74
14500,prime circle,2ZVouz4dTMifmRDJLVfySB,Prime Circle,39
14501,blutengel,2SRu9oxCg91Omb2yMFzttR,Blutengel,55
14502,franz benton,0X4KMCual1qpcU7fcLfLAS,Franz Benton,2
14505,max mutzke,2XTN4g2qnzFw0TG2NHuQxl,Max Mutzke,48
14508,the wailers,0jHCJWgwdcqysvbKWjXSI6,The Wailers,45
14509,mott the hoople,6ysQi6NI88X627t2srsWz6,Mott The Hoople,55
14511,anna ternheim,6xSTQT32ZxLQPe37QIC308,Anna Ternheim,59
14512,aurora lacasa,4o2Vrgp4xRgdyJ1di5AI2o,Aurora Lacasa,10
14513,bluekilla,29XRajgDeqJjse5M0qLARd,Bluekilla,21
14514,agent orange,6KKECK00JluDIHUVrGfmQS,Agent Orange,11
14515,aynsley lister,7hueZY91Csxv57p4KnPVcU,Aynsley Lister,45
14516,alesana,1fnDlUNi67FQtHHqBl4Yfg,Alesana,61
14517,big band der bundeswehr,1KJSHd9EC3lj8NfC7HP2Qd,Big Band Der Bundeswehr,15
14518,brings,5uRfU4LuGDkxzZ86uCXQY8,Brings,53
14524,peaches,68DZmZtcs3qo3E6K0jycyA,Peaches,0
14525,royksopp,5nPOO9iTcrs9k6yFffPxjH,Röyksopp,74
14526,duke special,4rPGB8TvljplPZDjpLAdAF,Duke Special,37
14527,howling bells,4ZB5ywwPWbVJDgCHTxtUZE,Howling Bells,32
14530,harvey andrews,2vIY3p9Rsx71T8PhxBHpvR,Harvey Andrews,19
14541,branford marsalis quartet,795yvukGj0UOfcP8uftDq9,Branford Marsalis Quartet,49
14542,melanie,6sOP8RUFR0q0nBOBOXGdBK,Melanie,52
14546,2 many dj's,5oBW80IQXTISBWo7DjvF10,2 Many DJ's,0
14559,orbital,2AilA8wgLvMmQAc062XmG0,Orbital,7
14574,pasion de buena vista,63cJfALu2MBgfeDHbqUN2d,Pasión De Buena Vista,15
14575,patrick wolf,6s92YZUPkTK1HL1WIGrPKE,Patrick Wolf,49
14579,andrew bird,20BwFpQd37oMWndXThK4cp,Andrew Bird,15
14580,jack's mannequin,42aeGx2I3uXINpGqC8L0LD,Jack's Mannequin,62
14581,bonnie 'prince' billy,2zAvisjImPICTNsRgagqlV,"Bonnie ""Prince"" Billy",45
14584,claudia koreck,7eSlYKQtDIu8oYIDmFLlAA,Claudia Koreck,34
14585,deerhunter,38zTZcuN7nFvVJ6auhc6V3,Deerhunter,60
14586,combichrist,5556RAgwP70PnXbaUTGNbR,Combichrist,55
14588,ghostface killah,6FD0unjzGQhX3b6eMccMJe,Ghostface Killah,68
14589,strawberry blondes,5hy9nh1FkFcAQCYK1cpWo8,Strawberry Blondes,18
14592,3 daft monkeys,3Xy9NaVDeAgSxBwXqXu7J0,3 Daft Monkeys,26
14594,eric benet,1kjO72M26jZkv0aaGxJaov,Eric Benét,62
14598,abc,6j7Suz2ZNkuP33bWaZuR6R,ABC,0
14600,papa roach,4RddZ3iHvSpGV4dvATac9X,Papa Roach,79
14603,ghost of tom joad,7BysoEXGKVrFqwSX9qGnfp,Ghost of Tom Joad,22
14604,livingston,59DVOKACRvh4wa51idgLFd,Livingston,9
14605,mike doughty,7GiYUU4EMCOMkpaDD8fzDR,Mike Doughty,48
14606,the boxer rebellion,6mkF6iONMHuMj10vXJYD0i,The Boxer Rebellion,52
14609,peter schilling,7ip3CWlgPZbQHvgJpmcGSS,Peter Schilling,50
14612,per gessle,5pFJ8lLOUnyEaNrrf7D1KK,Per Gessle,60
14626,madina lake,43QrUqvhiL71U9A9gJtAfA,Madina Lake,47
14627,mike tv,7lSjkOIxN5ZtMv1keBALRp,Mike TV,15
14630,the sunshine underground,3On7zXKjSRYhbsuUpLJ59k,The Sunshine Underground,43
14631,dredg,1DsdDxHs1zAwOgWDPgNS7l,Dredg,50
14632,limp bizkit,165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,78
14636,olli schulz,3FFqyoSbYAiE91jM3DAUb1,Olli Schulz,54
14641,ilse delange,3FTKP1k9VbOng3m1rgnsqx,Ilse DeLange,55
14643,elaine paige,7KckozT8XPOqtgJjpAcrnA,Elaine Paige,47
14645,gerald clayton,5mYw31MXiGnqTMliAcl7m8,Gerald Clayton,33
14646,helen schneider,6CiSKyyzJ9DlYxetEEZ22x,Helen Schneider,27
14647,we fell to earth,6Q7Xqjrr01L2XuiAhcThsQ,We Fell To Earth,17
14651,pippo pollina,5npjIDoA8dath4yVEVmKhZ,Pippo Pollina,30
14657,jane birkin,4XYH5Be5pn1qkxhfaID3J5,Jane Birkin,55
14659,stanfour,0Ku9jFTJvPANO4LBOyJoWv,Stanfour,47
14661,stoppok,1b9KuJbOULGZUuog0LD1rh,Stoppok,37
14662,doa,0HwQd2DCNAPtrqLEccvXdd,DOA,1
14664,tyr,0c8gAyCeSJFvwSrvciAz8n,TYR,14
14665,disbelief,6sJQe2QTwm0FJKwtncRnNG,Disbelief,18
14668,ektomorf,7lyUcNJUvtC0K7ufpLMvpg,Ektomorf,42
14670,a camp,1OVhxcft9d7zP1RUrvf3t6,A Camp,43
14671,evergrey,4S0foX2r0RlC12KBW8u73D,Evergrey,51
14674,yeah yeah yeahs,3TNt4aUIxgfy9aoaft5Jj2,Yeah Yeah Yeahs,73
14675,the slackers,2QRPuDfRA9LtoeGFaMikmK,The Slackers,51
14676,the drones,07X9Iy5MXDxZL7QGy0TfNt,The Drones,13
14677,the firebirds,0nhl9XQYR0RLk6PWCvGd75,The Firebirds,43
14678,the slapstickers,2cXp8Y0AcpNdGqHGVrRsFV,The Slapstickers,16
14679,the unseen,0Iol3YgmVP8jHDAAVewR2p,The Unseen,0
14680,torture killer,51a9tNe7LES2DTlofRA5ur,Torture Killer,29
14683,vinicio capossela,6FlxhoUGATC40TALMesaFM,Vinicio Capossela,54
14684,tommy engel,5hxB8g6rWeeMv4ELe7bLCT,Tommy Engel,21
14685,jimmy & the rackets,1MfaIOHziThi4XYslxw1Gj,Jimmy & The Rackets,6
14687,the von bondies,5QPNEMldc8k1g5hT54PCWg,The Von Bondies,50
14688,saint etienne,1N2FgBLehaq77UEdJhCt7f,Saint Etienne,51
14689,the soft pack,58R08u9dab54FJxYkeDDJm,The Soft Pack,42
14690,andreas vollenweider,7MynOMOTsGz8NFcPUImWAp,Andreas Vollenweider,50
14693,phoenix,0BISleNej6w4HkoIPJ7gaQ,Phoenix,34
14695,gurdas maan,3ttzOzBpRWRBzhn6thqhdT,Gurdas Maan,33
14697,the living end,3ExT45ORJ8pT516HRZbr7G,The Living End,47
14698,gazpacho,7Iic5XUFGhrUHuFd8IMh60,Gazpacho,27
14699,cassandra steen,6wbgb7phg82I4tnO6GWMhr,Cassandra Steen,55
14704,the dead,3VUd05PM2PauP773gxkrhG,The Kings Dead,46
14706,ray wilson,5Tp8V0JHyDTj6FyHGJKPhR,Ray Wilson,31
14707,biz markie,22282KfMxDo2PMjnBc82I4,Biz Markie,61
14708,onyx,1XbptqdKcC4uvgsN6zBHqu,Onyx,2
14709,alesha dixon,5jLwURKdEPDvuYnac74s9c,Alesha Dixon,53
14710,kid cudi,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,85
14716,samy deluxe,7J207fU1tty4DWCIhJSzh0,Samy Deluxe,66
14717,cunninlynguists,7EA0bLf8dXCIUkwC3lnaJa,Cunninlynguists,60
14721,deadmau5,2CIMQHirSU0MQqyYHq0eOx,deadmau5,79
14723,dan black,5kW3q7Vywlw24apaeufin6,Dan Black,50
14724,bell x1,2fGa9song5Gee8UEGf6W7I,Bell X1,57
14726,ed harcourt,5EOPLr73C9nIPYwVEAsiOY,Ed Harcourt,49
14729,hellsongs,4q6vUp7EZD4jAcBqjxfgYk,Hellsongs,45
14731,daniel wirtz,1ZP6GFRT3mdHdCGLZG3pd6,Daniel Wirtz,35
14733,the proclaimers,1A92IAcd7A6npCA33oGM5i,The Proclaimers,67
14734,eros ramazzotti,61J0BktHv7PuP3tjTPYXSX,Eros Ramazzotti,75
14737,quadro nuevo,02VSzyVA68par8UGNNRbAN,Quadro Nuevo,33
14738,alela diane,2QIHd0B2VIKlmLyoq4lUr7,Alela Diane,55
14740,helstar,4AqUiufKqVihh6uAMonwCv,Helstar,27
14741,bishop allen,5rE9FxgMGmsZ8Cg4AeOavJ,Bishop Allen,52
14742,pe werner,4yUuiPLpM0jviqL2DJf9M0,Pe Werner,34
14747,eminem,7dGJo4pcD2V6oG8kP0tJRR,Eminem,96
14748,the saturdays,2Y7hrU0sAV2d7ZWJnbgqzZ,The Saturdays,3
14749,mr scruff,2B0PgHZi2zaDqjKe86Gaip,Mr. Scruff,59
14750,frank turner,27M9shmwhIjRo7WntpT9Rp,Frank Turner,69
14754,black lips,35C0NSLogAwImm8HAMqEmG,Black Lips,59
14755,giorgia,0gm1lHoOXAdy5OB4AwFYRr,Giorgia,61
14756,joy fleming,4qReS97qm00UB0E6s7cNOz,Joy Fleming,21
14757,holly golightly,3giOet7O2pgPUYOujF4ifa,Holly Golightly,46
14758,the pretenders,37VhgKcbq9YOse66sppnyz,The Pretenders,23
14759,kari bremnes,1vHopQ5qWJVDXXPc2VxjUd,Kari Bremnes,51
14760,kieran goss,2cn0bqmFh4gwh06tnEAQni,Kieran Goss,27
14761,john watts,0UMy3h6WqcnNdpmHk6fNwj,John Watts,22
14762,jimi tenor,69H6uUTI29XBzQXV1d3A7D,Jimi Tenor,36
14764,uwe ochsenknecht,48ETzgm9Sj5OPnx3mb6ble,Uwe Ochsenknecht,13
14765,schelmish,1JcAuqweEITHJ8DwDkobXx,Schelmish,28
14767,das actionteam,24Yq78bEIRyRivYRnQt8rs,Das Actionteam,9
14768,eisblume,3yL1vGQDzaXGQfiSYLoPeK,Eisblume,43
14769,saltatio mortis,09Z51O0q4AwHl7FjUUlFKw,Saltatio Mortis,52
14770,sly & robbie,6jJG408jz8VayohX86nuTt,Sly & Robbie,62
14771,cat stevens,08F3Y3SctIlsOEmKd6dnH8,Cat Stevens,75
14789,rocko schamoni,1Enw1OhPzkUmYl8daiaBtS,Rocko Schamoni,32
14790,diversion,4M718Ka3GWzb9h1XuWgXVl,Diversion,27
14793,the black box revelation,3wFP2UY6scUTvqgucLALQq,The Black Box Revelation,38
14794,voltaire,6gYB3XU7lJaRmi1f71HpIB,VOLTAIRE,13
14798,la vela puerca,6nVcjUJemqpJjc1WevwTvL,La Vela Puerca,66
14805,kraftwerk,0dmPX6ovclgOy8WWJaFEUU,Kraftwerk,60
14807,lombard,3aMZqYBkJSpuNf0dWA4C4V,Lombard,32
14808,the airborne toxic event,7xovAENFxmyEWhzbnHsB3Z,The Airborne Toxic Event,63
14810,jason lytle,2BqjUvq3HLFWNi1buGVxem,Jason Lytle,34
14812,rebekka bakken,3oY7VC1i7SwfO1EhOIlc0t,Rebekka Bakken,35
14814,future of the left,4waRXR1luGWkwHOPZUjz2W,Future Of The Left,41
14817,lady sovereign,36ikBJX6oQWWlgrXCock30,Lady Sovereign,49
14818,ben harper,45lorWzrKLxfKlWpV7r9CN,Ben Harper,74
14822,juliette lewis,5tJuo3Ch89ZPGFD3cOkpue,Juliette Lewis,38
14823,priscilla ahn,5oU0tZlItLctcLOQPS3mCy,Priscilla Ahn,58
14827,roger mcguinn,3ExrAwcOqgGjt9kFRwdM76,Roger McGuinn,42
14829,gotthard,4DwhNqibDIsxIamSxWb7tQ,Gotthard,58
14830,europe,7Js6Lde8thlIHXggv2SCBz,Europe,70
14831,yo la tengo,5hAhrnb0Ch4ODwWu4tsbpi,Yo La Tengo,65
14833,azad,0ySz44QSc5yQUpjoQqjDZj,Azad,1
14837,tiger lou,7Jr7XgWFnKQ3mUgbhrVNlx,Tiger Lou,44
14839,vicky leandros,68yjIBoc8l4GaliVFZDUcJ,Vicky Leandros,47
14842,gregoire,1WycOcJCIRAH5xyzHXtp1E,Grégoire,50
14847,the fall,6WoTvA9qinpHtSRJuldYh6,The Fall,53
14850,marissa nadler,5zjaF8JUdylMWrA7AVo3hJ,Marissa Nadler,60
14854,herman van veen,5jWFYMXC1s1pj0u22ps4Sh,Herman van Veen,55
14857,nick lowe,3BqaUtuQmqIHg7B5Bc7fP7,Nick Lowe,50
14865,nils petter molvaer,2r1f1zkIjuQ7ETeJHsXpsc,Nils Petter Molvær,43
14866,rohff,32UhRcgdXO6LdLhOpfIdxp,Rohff,58
14867,roch voisine,77xlFule9mFzOWT9Uk80xY,Roch Voisine,47
14869,richard gotainer,5ogTAPKFGN5rgfLIN7m6zh,Richard Gotainer,32
14870,alain souchon,5LVp2pGNzmOQqXzziBBR5x,Alain Souchon,55
14871,no doubt,0cQbJU1aAzvbEmTuljWLlF,No Doubt,74
14875,sheryfa luna,5BPQfQJaq5Hx0636gwk4uA,Sheryfa Luna,43
14876,finley quaye,1pf3joSSGlPRxmUoWSsh1W,Finley Quaye,57
14880,poni hoax,7Dl9ZgaSmEt7a8aWMlAHXD,Poni Hoax,38
14881,ringsgwandl,5G2SMRO16XZrKIK0E3cGfj,Ringsgwandl,2
14882,martina schwarzmann,0bh1AqOvb02M6SiyRBUwm9,Martina Schwarzmann,36
14883,donikkl,1qh7ZK4rt33v0XnMPDm73p,Donikkl,29
14884,spandau ballet,2urZrEdsq72kx0UzfYN8Yv,Spandau Ballet,66
14886,anis,3700G3mzTkuxc5U7hdE9CV,Anis,40
14887,khaled,28ztjHIXceRRntmTUfnmUX,Khaled,60
14888,one fine day,29XLsHMR9eDwvbS8OlNFwt,One Fine Day,26
14889,andy williams,4sj6D0zlMOl25nprDJBiU9,Andy Williams,59
14890,darren styles,2gZzTzeACSwFqkMroVxmnm,Darren Styles,50
14891,ultrabeat,6kkm183CeGv2YOCmFPvr0d,Ultrabeat,15
14892,au revoir simone,0X0TajZO1RmY3D8u1JymYq,Au Revoir Simone,56
14894,chickenfoot,416gMRzj1LnFJvSBF5PO2R,Chickenfoot,47
14898,brandy,68UxZqF0iPhgB6wxfkMEJE,Brandy,20
14908,lady gaga,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,85
14910,carl cox,19SmlbABtI4bXz864MLqOS,Carl Cox,52
14911,graham coxon,7ueZp29tCNwjIj4yAMTEaC,Graham Coxon,43
14913,kilians,3AdKJmcWTTl0qRzmCXXP6z,Kilians,37
14916,lenka,5g3uG8zZZANGT6YOssgjfC,Lenka,62
14918,spinal tap,65X3sG8LVBQN5033RqB6qn,Spinal Tap,43
